,color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,budget,imdb_score,aspect_ratio,movie_facebook_likes,Continent,title_year_bins,main_genre,English,Other-language,Action,Adventure,Comedy,Drama,Other-gen, Black and White,Color,<=2000,>2000,Africa,America,Asia,Europe,Oceania,Other-continent
2029,Color,106.0,115.0,597.0,597.0,854.0,893.0,32662299.0,16469,3946,275.0,English,24000000.0,6.9,1.85,0,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
2030,Color,247.0,101.0,0.0,92.0,216.0,218.0,31452765.0,149835,638,243.0,English,24000000.0,6.6,1.85,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2031,Color,156.0,110.0,119.0,265.0,592.0,11000.0,25167270.0,30119,12254,263.0,English,24000000.0,6.3,2.35,455,Europe,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
2032,Color,271.0,94.0,293.0,939.0,12000.0,18000.0,32416109.0,109620,32474,268.0,English,25000000.0,6.2,2.35,15000,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2033,Color,45.0,88.0,269.0,384.0,489.0,1000.0,20218.0,5431,2557,50.0,English,24000000.0,5.3,2.35,204,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2034,Color,133.0,127.0,446.0,898.0,1000.0,11000.0,28871190.0,125421,13433,385.0,English,24000000.0,7.3,1.85,0,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
2035,Color,84.0,95.0,126.0,886.0,989.0,2000.0,16964743.0,22844,4681,140.0,English,24000000.0,5.6,2.35,876,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2036,Color,70.0,87.0,25.0,611.0,670.0,1000.0,16290976.0,14637,3243,100.0,English,24000000.0,6.2,1.85,619,America,<=2000,Adventure,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
2037,Color,32.0,118.0,0.0,227.0,295.0,738.0,13000000.0,10895,1458,150.0,English,24000000.0,5.2,1.85,0,America,<=2000,Adventure,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
2038,Color,51.0,107.0,48.0,940.0,957.0,1000.0,12372410.0,11709,4971,101.0,English,24000000.0,5.3,1.85,650,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
2039,Color,73.0,124.0,41.0,197.0,481.0,512.0,8427204.0,10100,1523,59.0,English,24000000.0,5.4,2.35,153,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
2040,Color,169.0,89.0,41.0,847.0,1000.0,2000.0,9639242.0,16437,5470,68.0,English,24000000.0,4.9,1.85,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2041,Color,365.0,88.0,192.0,847.0,859.0,3000.0,25003072.0,72552,5737,374.0,English,24000000.0,5.5,2.35,13000,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2042, Black and White,113.0,118.0,18000.0,286.0,5000.0,18000.0,6144806.0,12821,23689,248.0,English,23000000.0,6.7,2.35,0,America,>2000,Other-gen,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
2043,Color,18.0,93.0,9.0,254.0,284.0,23000.0,4308981.0,2265,24436,37.0,English,24000000.0,3.9,2.1296338821490473,839,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
2044,Color,10.0,80.0,18.0,73.0,83.0,742.0,669276.0,2541,1088,47.0,English,28000000.0,7.2,2.35,408,Europe,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2045,Color,16.0,120.0,6.0,382.0,670.0,22000.0,42880.0,2919,23769,50.0,English,24000000.0,5.1,1.85,181,Europe,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2046,Color,196.0,98.0,88.0,706.0,854.0,12000.0,23225911.0,80574,14699,157.0,English,24000000.0,6.5,2.35,12000,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2047,Color,212.0,119.0,6000.0,422.0,713.0,23000.0,4710455.0,214091,24263,330.0,Other-language,24000000.0,8.2,1.85,13000,Asia,>2000,Adventure,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
2048,Color,445.0,88.0,181.0,11.0,13000.0,15000.0,75590286.0,386217,28011,553.0,English,23600000.0,7.7,2.35,26000,America,>2000,Adventure,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
2049,Color,446.0,201.0,0.0,84.0,918.0,6000.0,218051260.0,316020,7122,2618.0,English,207000000.0,7.2,2.35,0,Oceania,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2050, Black and White,108.0,90.0,153.0,427.0,1000.0,11000.0,161487252.0,119450,13823,300.0,English,20000000.0,6.1,1.85,0,America,<=2000,Comedy,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
2051,Color,223.0,127.0,883.0,441.0,504.0,11000.0,290158751.0,837759,12643,900.0,English,18000000.0,8.8,2.35,17000,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2052,Color,63.0,119.0,0.0,244.0,345.0,10000.0,65807024.0,172405,11013,203.0,English,19000000.0,6.8,1.85,0,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2053,Color,43.0,85.0,119.0,144.0,348.0,3000.0,86930411.0,83269,3847,87.0,English,23000000.0,6.8,1.85,0,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
2054,Color,211.0,98.0,70.0,591.0,847.0,1000.0,53302314.0,181058,3345,674.0,English,23000000.0,6.7,1.85,0,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
2055,Color,421.0,101.0,0.0,1000.0,22000.0,33000.0,40962534.0,188652,57077,288.0,English,12500000.0,7.1,2.35,22000,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2056,Color,214.0,112.0,123.0,787.0,991.0,14000.0,39235088.0,193962,16196,805.0,English,23000000.0,7.1,2.35,5000,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
2057,Color,92.0,97.0,956.0,99.0,551.0,20000.0,27338033.0,19709,20798,167.0,English,23000000.0,6.1,1.85,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2058,Color,574.0,126.0,0.0,105.0,128.0,19000.0,25556065.0,355126,19359,748.0,English,23000000.0,8.0,1.85,148000,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2059,Color,216.0,106.0,452.0,141.0,732.0,20000.0,15785632.0,32513,21195,119.0,English,23000000.0,7.5,2.35,15000,Europe,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2060,Color,140.0,97.0,131.0,62.0,81.0,23000.0,21973182.0,53415,23242,339.0,English,23000000.0,6.6,2.35,0,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
2061,Color,28.0,100.0,3.0,88.0,228.0,2000.0,4756.0,4191,2450,32.0,English,25000000.0,5.4,2.35,0,Europe,>2000,Adventure,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2062,Color,36.0,114.0,61.0,407.0,797.0,20000.0,18653615.0,14786,22040,103.0,English,23000000.0,6.1,2.35,638,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
2063,Color,65.0,101.0,3.0,120.0,143.0,448.0,12189514.0,30092,829,129.0,English,23000000.0,6.1,2.35,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2064,Color,53.0,88.0,12.0,249.0,281.0,327.0,13019253.0,3914,1509,47.0,English,23000000.0,5.6,1.85,153,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
2065,Color,394.0,93.0,0.0,947.0,13000.0,17000.0,18934858.0,72646,31187,397.0,English,23000000.0,5.8,2.35,0,Europe,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2066,Color,80.0,92.0,114.0,434.0,535.0,912.0,20763013.0,30840,2355,383.0,English,23000000.0,2.8,2.35,0,America,<=2000,Adventure,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
2067,Color,45.0,98.0,4.0,11000.0,22000.0,29000.0,12782508.0,20163,63194,71.0,English,23000000.0,6.7,1.85,1000,America,<=2000,Drama,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
2068,Color,47.0,94.0,258.0,424.0,463.0,721.0,11508423.0,3174,2453,19.0,English,23000000.0,5.1,2.35,376,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
2069,Color,90.0,102.0,277.0,57.0,261.0,327.0,10660147.0,17740,672,165.0,English,23000000.0,7.2,1.85,0,Europe,<=2000,Drama,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
2070,Color,30.0,98.0,23.0,982.0,1000.0,1000.0,7434726.0,14473,3671,81.0,English,23000000.0,6.0,1.85,0,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2071,Color,232.0,121.0,549.0,883.0,9000.0,11000.0,6777589.0,60115,24248,224.0,English,39961372.69991154,7.2,2.35,0,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
2072,Color,165.0,111.0,105.0,64.0,86.0,527.0,6109075.0,32003,735,65.0,Other-language,19430000.0,6.7,2.35,0,Europe,>2000,Other-gen,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2073,Color,45.0,90.0,78.0,720.0,1000.0,2000.0,48540926.75837148,4693,4142,49.0,English,11000000.0,6.3,2.35,0,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2074,Color,155.0,100.0,350.0,30.0,123.0,201.0,2708188.0,8924,365,43.0,English,23000000.0,6.2,2.35,0,Europe,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2076,Color,118.0,141.0,300.0,73.0,539.0,805.0,16123851.0,17373,1618,148.0,English,23000000.0,6.2,2.35,767,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2077,Color,55.0,139.0,3.0,107.0,155.0,556.0,48540926.75837148,6263,1059,33.0,Other-language,23000000.0,6.9,2.35,765,Asia,>2000,Action,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2078,Color,314.0,114.0,101.0,23.0,25.0,129.0,71975611.0,209396,214,580.0,English,25000000.0,6.8,2.35,11000,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
2079,Color,103.0,96.0,0.0,542.0,605.0,1000.0,38119483.0,136667,2936,273.0,English,22700000.0,7.1,1.85,13000,America,<=2000,Adventure,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
2080,Color,183.0,111.0,0.0,234.0,468.0,523.0,4190530.0,53341,1795,185.0,English,22500000.0,7.1,2.35,18000,Oceania,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
2081,Color,77.0,127.0,109.0,71.0,956.0,2000.0,217631306.0,154199,3100,252.0,English,22000000.0,7.0,1.85,0,America,<=2000,Drama,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
2082,Color,171.0,107.0,101.0,743.0,852.0,931.0,176483808.0,247289,4664,611.0,English,23000000.0,7.1,1.85,0,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
2083,Color,64.0,97.0,11.0,595.0,775.0,901.0,144833357.0,64742,2790,111.0,English,22000000.0,6.4,1.85,0,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
2084,Color,92.0,127.0,102.0,1000.0,1000.0,2000.0,75597042.0,26434,6657,174.0,English,20000000.0,7.0,2.35,0,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2085,Color,112.0,110.0,99.0,835.0,941.0,12000.0,90636983.0,44021,15170,83.0,English,22000000.0,6.2,2.35,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2086,Color,69.0,135.0,16000.0,86.0,11000.0,16000.0,70960517.0,54631,27237,192.0,English,35000000.0,7.5,1.85,0,America,<=2000,Drama,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
2087,Color,75.0,84.0,42.0,182.0,241.0,436.0,55762229.0,47383,1203,132.0,English,22000000.0,4.8,1.85,1000,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2088, Black and White,95.0,240.0,0.0,249.0,429.0,545.0,48540926.75837148,171726,1943,256.0,English,22000000.0,8.1,2.35,12000,Europe,<=2000,Other-gen,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
2089,Color,180.0,122.0,529.0,171.0,201.0,820.0,54235441.0,52894,1484,185.0,English,22000000.0,7.3,2.35,55000,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2090,Color,53.0,114.0,34.0,287.0,327.0,649.0,50728000.0,48909,1725,166.0,English,22000000.0,5.8,1.85,0,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2091,Color,129.0,132.0,24.0,506.0,912.0,967.0,40270895.0,121937,3152,431.0,English,22000000.0,7.6,1.85,15000,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2092,Color,61.0,170.0,25.0,55.0,134.0,329.0,59696176.0,15448,775,174.0,English,22000000.0,5.6,2.35,15000,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
2093,Color,226.0,133.0,235.0,105.0,593.0,955.0,51483949.0,208092,1777,806.0,English,22000000.0,7.0,2.35,0,Europe,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2094,Color,116.0,112.0,101.0,218.0,561.0,896.0,36020063.0,62584,2019,375.0,English,22000000.0,6.6,2.35,0,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2095,Color,248.0,108.0,0.0,690.0,734.0,13000.0,33313582.0,52888,16031,175.0,English,21000000.0,6.5,1.85,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2096,Color,23.0,115.0,0.0,266.0,1000.0,12000.0,25842000.0,13455,13619,87.0,English,22000000.0,7.4,2.35,2000,Europe,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
2097,Color,98.0,83.0,2.0,137.0,489.0,591.0,22264487.0,41239,1729,166.0,English,22000000.0,4.6,1.85,887,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2098,Color,168.0,105.0,31.0,110.0,311.0,390.0,30659817.0,59805,1006,95.0,English,26000000.0,6.4,2.35,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2099,Color,159.0,110.0,118.0,287.0,1000.0,11000.0,5773519.0,28621,12876,91.0,English,40000000.0,6.0,2.35,11000,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2100,Color,134.0,108.0,24.0,100.0,104.0,150.0,3108216.0,2587,540,21.0,English,39961372.69991154,6.4,2.35,0,Europe,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2101,Color,97.0,96.0,221.0,110.0,226.0,240.0,19351569.0,33287,664,201.0,English,22000000.0,5.9,1.85,739,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2102,Color,88.0,94.0,42.0,517.0,569.0,975.0,49002815.0,15665,3153,35.0,English,22000000.0,6.4,2.35,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2103,Color,85.0,142.0,0.0,854.0,911.0,978.0,19283782.0,31227,5386,354.0,English,22000000.0,6.6,1.85,0,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
2104,Color,181.0,104.0,0.0,898.0,1000.0,8000.0,30059386.0,128593,11632,867.0,English,22000000.0,6.9,2.35,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2105,Color,257.0,136.0,0.0,3000.0,12000.0,19000.0,35799026.0,263336,34838,899.0,English,126000000.0,6.9,2.35,0,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2106,Color,95.0,106.0,12.0,595.0,844.0,962.0,17951431.0,25462,4239,200.0,English,30000000.0,5.8,2.35,804,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
2107,Color,423.0,106.0,1000.0,1000.0,17000.0,19000.0,29997095.0,60926,38494,302.0,English,22000000.0,6.4,1.85,23000,Europe,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2108,Color,93.0,98.0,4.0,83.0,486.0,3000.0,14252830.0,18900,3769,242.0,English,22000000.0,5.3,1.85,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2109,Color,203.0,100.0,39.0,798.0,11000.0,26000.0,19783777.0,82804,39989,154.0,English,22000000.0,6.5,2.35,15000,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2110,Color,38.0,95.0,34.0,368.0,439.0,554.0,13555988.0,7242,2216,38.0,English,22000000.0,5.7,1.85,0,Europe,<=2000,Adventure,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2111,Color,183.0,107.0,737.0,678.0,718.0,6000.0,12784713.0,56813,8094,381.0,English,22000000.0,6.7,2.35,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2112,Color,75.0,104.0,87.0,691.0,826.0,1000.0,10696210.0,35018,3148,180.0,English,23500000.0,3.9,1.85,716,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2113,Color,18.0,104.0,53.0,576.0,595.0,2000.0,5974653.0,2253,4221,111.0,English,22000000.0,4.1,1.85,158,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2114,Color,22.0,143.0,688.0,42.0,50.0,638.0,5000000.0,1547,788,50.0,English,25000000.0,6.2,2.35,104,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
2115,Color,41.0,77.0,37.0,795.0,968.0,3000.0,9694105.0,8176,5568,77.0,English,22000000.0,3.8,2.35,272,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
2116,Color,148.0,96.0,11.0,150.0,173.0,805.0,16027866.0,26767,1411,121.0,English,25000000.0,5.1,2.35,0,Europe,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2117,Color,111.0,114.0,2.0,567.0,1000.0,40000.0,4829497.0,31433,42484,260.0,English,39961372.69991154,6.4,2.35,0,Europe,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2118,Color,231.0,145.0,719.0,104.0,380.0,2000.0,4398392.0,59507,2590,232.0,Other-language,21000000.0,7.8,2.35,0,Europe,>2000,Drama,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2119,Color,115.0,116.0,13.0,140.0,172.0,203.0,1050445.0,21394,773,147.0,Other-language,22000000.0,7.8,2.35,11000,Europe,>2000,Drama,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2120,Color,176.0,100.0,21.0,552.0,618.0,14000.0,13746550.0,29322,15922,104.0,English,2000000.0,6.1,2.35,0,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2121,Color,98.0,104.0,144.0,290.0,875.0,939.0,20668843.0,16831,2453,54.0,English,22000000.0,5.8,2.35,687,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2122,Color,149.0,92.0,17.0,231.0,257.0,14000.0,2963012.0,48873,14617,105.0,English,22000000.0,6.3,2.35,11000,Europe,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2123,Color,84.0,92.0,607.0,35.0,85.0,813.0,48540926.75837148,9513,1011,116.0,English,12000000.0,7.7,1.85,0,America,<=2000,Adventure,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
2124,Color,138.0,105.0,43.0,827.0,14000.0,22000.0,1796024.0,34985,37766,135.0,English,22000000.0,5.4,2.35,0,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2125,Color,78.0,120.0,2.0,80.0,521.0,809.0,634277.0,5166,1651,27.0,Other-language,16000000.0,7.3,2.35,815,Europe,>2000,Comedy,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2126,Color,288.0,116.0,108.0,120.0,820.0,23000.0,11326836.0,83171,24134,231.0,English,22000000.0,6.8,2.35,17000,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
2127,Color,299.0,119.0,209.0,521.0,896.0,1000.0,49024969.0,133367,3284,363.0,English,25000000.0,7.3,2.35,0,America,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
2128,Color,27.0,101.0,88.0,812.0,821.0,957.0,22294341.0,12278,4629,71.0,English,21500000.0,6.5,1.85,758,America,<=2000,Adventure,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
2129,Color,155.0,117.0,89.0,442.0,541.0,12000.0,24362501.0,69980,13576,591.0,English,21500000.0,7.2,2.35,0,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
2130,Color,82.0,106.0,195.0,0.0,10.0,20.0,48540926.75837148,6920,30,22.0,Other-language,22000000.0,6.7,2.35,0,Europe,>2000,Adventure,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
2131,Color,275.0,112.0,11000.0,159.0,223.0,385.0,16684352.0,67893,1205,163.0,English,17000000.0,6.3,1.85,18000,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2132,Color,43.0,136.0,16000.0,216.0,281.0,16000.0,46700000.0,19832,16805,98.0,English,21000000.0,5.9,2.35,0,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2133,Color,163.0,81.0,406.0,406.0,795.0,893.0,52008288.0,162037,3003,928.0,English,21000000.0,7.8,1.85,0,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
2134,Color,168.0,87.0,0.0,548.0,557.0,22000.0,8579684.0,89547,24324,199.0,English,9000000.0,7.4,1.85,0,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2135,Color,60.0,96.0,8.0,199.0,219.0,533.0,42660000.0,25086,1254,87.0,English,17000000.0,4.8,1.85,1000,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2136,Color,85.0,106.0,48.0,39.0,558.0,18000.0,40219708.0,22649,18630,131.0,English,21000000.0,6.3,1.85,0,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2137,Color,539.0,122.0,737.0,14000.0,22000.0,34000.0,132088910.0,533607,72115,692.0,English,21000000.0,7.8,2.35,117000,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2138,Color,84.0,123.0,98.0,579.0,826.0,2000.0,36581633.0,52533,3994,235.0,English,21000000.0,7.5,1.85,10000,Europe,>2000,Other-gen,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2139,Color,75.0,133.0,0.0,637.0,912.0,1000.0,37721949.0,6067,6035,73.0,English,39961372.69991154,6.0,1.85,0,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2140,Color,171.0,92.0,255.0,447.0,1000.0,26000.0,25296447.0,237248,27572,460.0,English,21000000.0,6.8,2.35,0,Europe,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2141,Color,140.0,110.0,65.0,149.0,427.0,3000.0,24848292.0,80556,4089,184.0,English,20000000.0,6.6,2.35,0,America,>2000,Action,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2142, Black and White,85.0,104.0,52.0,484.0,490.0,711.0,17757087.0,13065,3162,253.0,English,21000000.0,4.6,1.85,897,America,<=2000,Other-gen,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
2144,Color,217.0,98.0,0.0,374.0,472.0,925.0,9430988.0,45992,1997,115.0,English,17000000.0,7.1,2.35,7000,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2145,Color,131.0,120.0,0.0,886.0,901.0,1000.0,16284360.0,15079,6212,79.0,English,21000000.0,6.1,2.35,1000,America,>2000,Comedy,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
2146,Color,111.0,112.0,52.0,347.0,1000.0,15000.0,6830957.0,11983,16692,147.0,English,21000000.0,6.7,2.35,365,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2147,Color,466.0,127.0,140.0,10000.0,14000.0,19000.0,24104113.0,149066,46241,517.0,English,20000000.0,7.1,2.35,24000,Europe,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2148,Color,16.0,102.0,18.0,186.0,419.0,670.0,15593.0,2295,1562,40.0,English,21000000.0,5.8,1.85,284,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
2149,Color,276.0,91.0,0.0,220.0,242.0,34000.0,958319.0,39764,34705,148.0,English,21000000.0,6.7,2.35,17000,America,>2000,Drama,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2150,Color,11.0,114.0,19.0,842.0,883.0,1000.0,69700000.0,7748,3688,48.0,English,35000000.0,5.8,2.35,0,America,<=2000,Comedy,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
2151,Color,196.0,115.0,0.0,716.0,900.0,1000.0,2840417.0,77493,2990,527.0,English,31000000.0,6.8,1.85,6000,America,<=2000,Other-gen,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
2152,Color,234.0,115.0,14000.0,488.0,783.0,11000.0,242374454.0,661017,12906,771.0,English,18000000.0,8.5,2.35,16000,America,<=2000,Action,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2153,Color,37.0,120.0,0.0,1000.0,1000.0,3000.0,173585516.0,200077,7860,189.0,English,18000000.0,6.6,1.85,0,America,<=2000,Adventure,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
2154,Color,171.0,135.0,14000.0,252.0,481.0,559.0,128300000.0,139288,1591,339.0,English,19400870.0,7.7,2.35,0,America,<=2000,Drama,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
