,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_facebook_likes,actor_1_facebook_likes,gross,genres,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
2760,Color,Clint Eastwood,131.0,131.0,16000.0,638.0,11000.0,16000.0,101157447.0,Drama|Western,277505,28544,495.0,English,USA,R,14400000.0,1992.0,8.3,2.35,10000
2761,Color,Lars von Trier,140.0,139.0,3000.0,236.0,769.0,3000.0,74205.0,Drama,18646,4211,81.0,English,Denmark,Not Rated,14200000.0,2005.0,7.4,2.35,1000
2762,Color,Danny Boyle,418.0,120.0,0.0,40.0,56.0,668.0,141319195.0,Drama|Romance,641997,820,1017.0,English,UK,R,15000000.0,2008.0,8.0,2.35,13000
2763,Color,Adrian Lyne,94.0,119.0,213.0,249.0,276.0,886.0,156645693.0,Drama|Romance|Thriller,55101,1639,201.0,English,USA,R,14000000.0,1987.0,6.9,1.85,3000
2764,Color,Garry Marshall,82.0,125.0,0.0,700.0,995.0,8000.0,178406268.0,Comedy|Romance,213476,11135,271.0,English,USA,R,14000000.0,1990.0,6.9,1.85,11000
2766,Color,John Cornell,32.0,108.0,5.0,57.0,162.0,442.0,109306210.0,Action|Adventure|Comedy,44096,717,62.0,English,Australia,PG,15800000.0,1988.0,5.5,2.35,489
2767,Color,Vidhu Vinod Chopra,22.0,101.0,34.0,277.0,355.0,892.0,49273374.48434442,Action|Crime|Drama|Mystery|Thriller,1554,2055,20.0,English,USA,R,15000000.0,2015.0,5.7,2.35,0
2768,Color,Oliver Stone,72.0,145.0,0.0,560.0,854.0,10000.0,70001698.0,Biography|Drama|War,76842,12098,173.0,English,USA,R,14000000.0,1989.0,7.2,2.35,4000
2769, Black and White,Jon Turteltaub,39.0,98.0,226.0,496.0,730.0,953.0,68856263.0,Adventure|Comedy|Family|Sport,69733,2496,97.0,English,USA,PG,15000000.0,1993.0,6.9,1.85,0
2770,Color,Patrick Lussier,264.0,101.0,71.0,725.0,960.0,10000.0,51527787.0,Horror|Thriller,45603,14159,268.0,English,USA,R,15000000.0,2009.0,5.5,1.85,0
2771,Color,Ole Bornedal,264.0,92.0,30.0,309.0,459.0,941.0,49122319.0,Horror|Thriller,47169,2348,162.0,English,USA,PG-13,14000000.0,2012.0,5.9,2.35,17000
2772,Color,Ted Kotcheff,145.0,93.0,270.0,535.0,954.0,13000.0,49273374.48434442,Action|Adventure|Drama,172493,15192,376.0,English,USA,R,14000000.0,1982.0,7.7,2.35,0
2773,Color,Sylvain White,86.0,109.0,41.0,748.0,826.0,997.0,61356221.0,Drama|Music|Romance,19505,3544,162.0,English,USA,PG-13,14000000.0,2007.0,5.2,2.35,0
2774,Color,Lewis Gilbert,112.0,123.0,43.0,238.0,244.0,456.0,46800000.0,Action|Adventure|Sci-Fi|Thriller,76477,1326,275.0,English,UK,PG,14000000.0,1977.0,7.1,2.35,0
2776,Color,Jamie Blanks,101.0,99.0,9.0,648.0,912.0,975.0,38048637.0,Horror|Mystery|Thriller,47814,3500,426.0,English,USA,R,14000000.0,1998.0,5.5,2.35,0
2777,Color,Stephen Frears,51.0,119.0,350.0,418.0,17000.0,18000.0,34700000.0,Drama|Romance,52846,35501,143.0,English,USA,R,14000000.0,1988.0,7.7,1.85,0
2778,Color,Tyler Perry,42.0,110.0,0.0,490.0,597.0,849.0,35010192.0,Comedy|Drama|Romance,6352,2226,43.0,English,USA,PG-13,41280976.73635523,2012.0,5.4,2.35,0
2779,Color,Randal Kleiser,10.0,107.0,116.0,25.0,172.0,327.0,34793160.0,Adventure|Drama,15730,552,31.0,English,USA,PG,14000000.0,1991.0,6.7,1.85,0
2780,Color,Bruce McCulloch,43.0,81.0,54.0,636.0,670.0,8000.0,30628981.0,Comedy|Romance,15047,10792,160.0,English,USA,PG-13,14000000.0,1999.0,5.0,1.85,2000
2781,Color,Phyllida Lloyd,331.0,105.0,58.0,583.0,1000.0,11000.0,29959436.0,Biography|Drama|History,82327,12894,350.0,English,UK,PG-13,13000000.0,2011.0,6.4,2.35,18000
2782,Color,Mike Nawrocki,38.0,82.0,12.0,8.0,12.0,23.0,25571351.0,Adventure|Animation|Comedy|Drama|Family|Musical,3135,49,78.0,English,USA,G,14000000.0,2002.0,6.6,1.85,184
2783,Color,John Singleton,12.0,109.0,309.0,279.0,556.0,592.0,27515786.0,Drama|Romance,8904,1620,31.0,English,USA,R,14000000.0,1993.0,5.9,1.85,0
2784,Color,Kevin Bray,40.0,95.0,10.0,111.0,266.0,706.0,25482931.0,Action|Comedy|Crime|Thriller,9693,1421,33.0,English,USA,R,14000000.0,2002.0,5.7,2.35,530
2785,Color,Wes Craven,34.0,100.0,0.0,364.0,422.0,723.0,19900000.0,Comedy|Fantasy|Horror|Romance,17262,2348,53.0,English,USA,R,20000000.0,1995.0,4.5,1.85,1000
2786,Color,John Boorman,82.0,118.0,128.0,467.0,726.0,931.0,49273374.48434442,Horror,16294,2704,252.0,English,USA,R,14000000.0,1977.0,3.7,1.85,889
2787,Color,Courtney Solomon,125.0,91.0,31.0,50.0,613.0,874.0,16298046.0,Horror|Mystery|Thriller,22207,1608,747.0,English,UK,PG-13,14000000.0,2005.0,5.0,2.35,0
2788,Color,David Zucker,56.0,90.0,119.0,636.0,779.0,869.0,15549702.0,Comedy|Romance,24038,3007,123.0,English,USA,PG-13,14000000.0,2003.0,4.6,1.85,411
2789,Color,David Twohy,160.0,108.0,123.0,690.0,14000.0,26000.0,15483540.0,Adventure|Mystery|Thriller,56338,41359,215.0,English,USA,R,14000000.0,2009.0,6.5,2.35,4000
2790,Color,Rick Famuyiwa,71.0,103.0,44.0,625.0,849.0,953.0,20246959.0,Comedy|Romance,5721,3299,20.0,English,USA,PG-13,14000000.0,2010.0,4.9,2.35,1000
2791,Color,Alan Cohn,37.0,96.0,0.0,654.0,2000.0,3000.0,15062898.0,Comedy,11729,6861,106.0,English,USA,R,14000000.0,1998.0,6.0,1.85,645
2792,Color,Franco Zeffirelli,62.0,117.0,160.0,55.0,330.0,718.0,14348123.0,Comedy|Drama|War,9323,1148,157.0,English,Italy,PG,12000000.0,1999.0,6.9,1.85,970
2793,Color,Tom Holland,73.0,93.0,85.0,514.0,855.0,1000.0,15171475.0,Fantasy|Horror,19805,2777,122.0,English,USA,R,8500000.0,1996.0,5.7,1.85,0
2794,Color,Martin Scorsese,59.0,136.0,17000.0,213.0,740.0,22000.0,49273374.48434442,Drama|Music|Musical|Romance,13548,23378,75.0,English,USA,PG,14000000.0,1977.0,6.7,1.66,932
2795,Color,Spike Lee,25.0,115.0,0.0,534.0,848.0,1000.0,13640000.0,Comedy|Drama,6011,3267,39.0,English,USA,PG-13,14000000.0,1994.0,6.9,1.85,905
2796,Color,Chris Rock,97.0,94.0,0.0,458.0,490.0,12000.0,12550242.0,Comedy|Drama|Romance,13866,13446,55.0,English,USA,R,41280976.73635523,2007.0,5.5,1.85,488
2797,Color,James Isaac,205.0,85.0,52.0,489.0,935.0,1000.0,12610731.0,Action|Horror|Sci-Fi|Thriller,38985,3050,673.0,English,USA,R,11000000.0,2001.0,4.4,1.85,0
2798,Color,Shawn Levy,69.0,88.0,189.0,799.0,927.0,934.0,47811275.0,Adventure|Comedy|Family,29008,3707,99.0,English,USA,PG,15000000.0,2002.0,5.4,1.85,896
2799,Color,Emilio Estevez,195.0,112.0,0.0,383.0,593.0,12000.0,11204499.0,Drama|History,38142,13528,270.0,English,USA,R,14000000.0,2006.0,7.0,2.35,0
2800,Color,Mark Waters,61.0,86.0,70.0,169.0,834.0,878.0,10397365.0,Comedy|Mystery|Romance,11693,2165,104.0,English,USA,PG-13,14000000.0,2001.0,5.4,2.35,613
2801,Color,Josh Schwartz,77.0,86.0,90.0,635.0,925.0,962.0,9402410.0,Adventure|Comedy,11233,3715,32.0,English,USA,PG-13,14000000.0,2012.0,5.4,2.35,0
2802,Color,Julian Schnabel,259.0,112.0,232.0,177.0,412.0,413.0,5990075.0,Biography|Drama,89906,1372,175.0,French,France,PG-13,41280976.73635523,2007.0,8.0,1.85,13000
2803,Color,Todd Field,251.0,137.0,143.0,280.0,617.0,14000.0,5459824.0,Drama|Romance,92781,15337,320.0,English,USA,R,26000000.0,2006.0,7.6,2.35,5000
2804,Color,Davis Guggenheim,63.0,90.0,49.0,191.0,215.0,12000.0,5108820.0,Drama|Mystery|Thriller,12519,12776,112.0,English,USA,R,24000000.0,2000.0,5.9,2.35,853
2805,Color,Tony Goldwyn,47.0,107.0,956.0,113.0,233.0,10000.0,4741987.0,Drama,6782,10368,114.0,English,USA,R,14000000.0,1999.0,6.6,1.85,860
2806,Color,Phillip Noyce,108.0,98.0,176.0,15.0,113.0,543.0,4291965.0,Biography|Drama|History,9334,678,59.0,English,France,PG-13,14000000.0,2006.0,6.7,2.35,447
2807,Color,Stephen Carpenter,64.0,84.0,12.0,102.0,102.0,159.0,3100650.0,Drama|Horror|Mystery|Thriller,7277,417,181.0,English,USA,PG-13,14000000.0,2001.0,3.9,1.85,231
2808,Color,James Ivory,20.0,139.0,133.0,5.0,15.0,423.0,2474000.0,Biography|Drama|History|Romance,2427,446,27.0,English,France,PG-13,14000000.0,1995.0,5.7,1.85,127
2809,Color,Stephan Elliott,135.0,97.0,11.0,548.0,1000.0,14000.0,2656324.0,Comedy|Romance,16444,16431,79.0,English,UK,PG-13,41280976.73635523,2008.0,6.7,2.35,2000
2810,Color,James Fargo,2.0,127.0,109.0,324.0,469.0,16000.0,1000000.0,Action|Adventure|History,524,17250,8.0,English,Iran,PG,14000000.0,1978.0,6.5,2.35,76
2811,Color,Mike Leigh,262.0,150.0,608.0,43.0,44.0,149.0,3958500.0,Biography|Drama|History,17933,390,165.0,English,UK,R,8200000.0,2014.0,6.8,2.35,0
2812,Color,Alain Resnais,129.0,104.0,752.0,59.0,74.0,412.0,403649.0,Drama|Romance,3174,799,31.0,French,France,PG,41280976.73635523,2009.0,6.3,2.35,512
2813,Color,Costa-Gavras,69.0,132.0,333.0,284.0,326.0,380.0,274299.0,Biography|Crime|Drama|War,11077,1429,55.0,English,France,Unrated,103000000.0,2002.0,7.3,1.85,0
2814,Color,Chao-Bin Su,50.0,117.0,2.0,21.0,32.0,149.0,49273374.48434442,Action,6069,243,34.0,Mandarin,China,R,12000000.0,2010.0,6.9,2.35,1000
2815,Color,Neil Burger,57.0,115.0,168.0,322.0,329.0,697.0,183088.0,Comedy|Drama|War,11704,2243,36.0,English,USA,R,15000000.0,2008.0,7.0,1.85,702
2816,Color,Kenneth Lonergan,116.0,186.0,50.0,338.0,1000.0,13000.0,46495.0,Drama,12053,14638,119.0,English,USA,R,14000000.0,2011.0,6.5,1.85,0
2817,Color,Bo Zenga,45.0,90.0,10.0,378.0,521.0,826.0,49273374.48434442,Comedy|Horror,9928,2207,66.0,English,Canada,R,41280976.73635523,2009.0,3.6,1.85,934
2818,Color,Rob Reiner,87.0,90.0,0.0,767.0,872.0,1000.0,1752214.0,Comedy|Drama|Romance,60460,4377,104.0,English,USA,PG,14000000.0,2010.0,7.7,1.85,14000
2819,Color,Ang Lee,357.0,134.0,0.0,11000.0,13000.0,15000.0,83025853.0,Drama|Romance,259837,39789,2254.0,English,USA,R,14000000.0,2005.0,7.7,1.85,13000
2820,Color,Jonathan Liebesman,348.0,101.0,473.0,429.0,809.0,833.0,190871240.0,Action|Adventure|Comedy|Sci-Fi,167089,2690,491.0,English,USA,PG-13,125000000.0,2014.0,5.9,2.35,62000
2821,Color,Amy Heckerling,88.0,97.0,143.0,201.0,281.0,927.0,56631572.0,Comedy|Romance,123390,1724,248.0,English,USA,PG-13,12000000.0,1995.0,6.8,1.85,0
2822,Color,Todd Haynes,181.0,107.0,162.0,135.0,258.0,2000.0,15854988.0,Drama|Romance,36542,2447,378.0,English,USA,PG-13,13500000.0,2002.0,7.4,1.85,0
2823,Color,Steve Pink,107.0,99.0,38.0,390.0,837.0,3000.0,12282677.0,Comedy|Sci-Fi,28159,4702,96.0,English,USA,R,14000000.0,2015.0,5.1,1.85,0
2825,Color,Philip Kaufman,132.0,124.0,133.0,170.0,230.0,14000.0,7060876.0,Biography|Drama,44795,14726,314.0,English,UK,R,13500000.0,2000.0,7.4,1.85,0
2826,Color,Martin McDonagh,401.0,110.0,454.0,816.0,906.0,2000.0,14989761.0,Comedy|Crime,185845,4757,284.0,English,UK,R,15000000.0,2012.0,7.2,2.35,52000
2827,Color,Kasi Lemmons,58.0,105.0,148.0,400.0,508.0,539.0,687081.0,Crime|Drama|Music|Mystery|Thriller,5602,1767,59.0,English,USA,R,41280976.73635523,2001.0,6.0,1.85,329
2829,Color,Oliver Hirschbiegel,192.0,178.0,101.0,471.0,653.0,918.0,5501940.0,Biography|Drama|History|War,248354,2334,564.0,German,Germany,R,13500000.0,2004.0,8.3,1.85,14000
2830,Color,Alejandro Amenábar,157.0,125.0,448.0,93.0,114.0,273.0,2086345.0,Biography|Drama|Romance,64556,529,140.0,Spanish,Spain,PG-13,10000000.0,2004.0,8.1,2.35,0
2831,Color,Jonathan Glazer,454.0,108.0,143.0,21.0,50.0,19000.0,2605039.0,Drama|Horror|Sci-Fi|Thriller,85022,19086,616.0,English,UK,R,41280976.73635523,2013.0,6.3,1.85,29000
2832,Color,Barry Levinson,62.0,121.0,272.0,227.0,263.0,49000.0,123922370.0,Biography|Comedy|Drama|War,98348,50141,131.0,English,USA,R,13000000.0,1987.0,7.3,1.85,0
2833,Color,Hyung-rae Shim,4.0,100.0,26.0,385.0,391.0,898.0,163591.0,Comedy,912,2895,17.0,English,South Korea,PG-13,13400000.0,2010.0,3.6,1.78,502
2834,Color,Jon M. Chu,84.0,115.0,209.0,41.0,69.0,569.0,73000942.0,Documentary|Music,74351,714,233.0,English,USA,G,13000000.0,2011.0,1.6,1.85,62000
2835,Color,Darren Aronofsky,669.0,108.0,0.0,1000.0,15000.0,20000.0,106952327.0,Drama|Thriller,551363,38072,1140.0,English,USA,R,13000000.0,2010.0,8.0,2.35,106000
2836,Color,José Padilha,492.0,117.0,294.0,1000.0,2000.0,10000.0,58607007.0,Action|Crime|Sci-Fi|Thriller,182910,14160,630.0,English,USA,PG-13,100000000.0,2014.0,6.2,2.35,60000
2837,Color,Francis Ford Coppola,149.0,220.0,0.0,3000.0,14000.0,22000.0,57300000.0,Crime|Drama,790926,39960,650.0,English,USA,R,13000000.0,1974.0,9.0,1.85,14000
2838,Color,Thomas Carter,101.0,112.0,49.0,237.0,363.0,656.0,91038276.0,Drama|Music|Romance,47876,1307,320.0,English,USA,PG-13,13000000.0,2001.0,6.1,1.85,0
2839,Color,Renny Harlin,102.0,99.0,212.0,54.0,125.0,130.0,49369900.0,Fantasy|Horror|Thriller,36108,450,260.0,English,USA,R,7000000.0,1988.0,5.7,1.85,0
2840,Color,Patricia Riggen,63.0,109.0,36.0,579.0,3000.0,3000.0,61693523.0,Drama,6276,7833,55.0,English,USA,PG,13000000.0,2016.0,6.8,1.85,16000
2841,Color,Danny Leiner,106.0,83.0,8.0,612.0,934.0,3000.0,46729374.0,Comedy|Mystery,116625,6454,469.0,English,USA,PG-13,13000000.0,2000.0,5.5,1.37,0
2842,Color,Christopher Cain,50.0,107.0,58.0,316.0,439.0,549.0,44726644.0,Action|Crime|Drama|Thriller|Western,42614,1747,120.0,English,USA,R,13000000.0,1988.0,6.8,1.85,0
2843,Color,Theodore Melfi,275.0,102.0,51.0,360.0,6000.0,13000.0,44134898.0,Comedy|Drama,72803,20330,171.0,English,USA,PG-13,13000000.0,2014.0,7.3,1.85,33000
2844,Color,Steve Pink,90.0,100.0,38.0,460.0,807.0,833.0,48637684.0,Comedy|Romance,16979,2800,42.0,English,USA,R,12500000.0,2014.0,6.1,2.35,0
2845,Color,Gil Junger,133.0,97.0,19.0,835.0,13000.0,23000.0,38176108.0,Comedy|Drama|Romance,222099,37907,549.0,English,USA,PG-13,16000000.0,1999.0,7.2,1.85,10000
2846,Color,Ed Decter,49.0,92.0,13.0,301.0,489.0,11000.0,28972187.0,Comedy,28805,12687,159.0,English,USA,PG-13,13000000.0,2002.0,5.9,1.85,1000
2847,Color,Gene Quintano,19.0,84.0,0.0,182.0,852.0,11000.0,27979400.0,Action|Comedy|Crime,37611,12322,72.0,English,USA,PG-13,8200000.0,1993.0,6.1,1.85,0
2848,Color,Jaume Collet-Serra,186.0,86.0,174.0,2.0,350.0,619.0,54257433.0,Drama|Horror|Thriller,12983,971,139.0,English,USA,PG-13,17000000.0,2016.0,6.8,2.35,0
2849,Color,Eric Bress,185.0,120.0,19.0,829.0,902.0,8000.0,23947.0,Sci-Fi|Thriller,357579,12755,1100.0,English,USA,R,13000000.0,2004.0,7.7,1.85,15000
2850,Color,Chris Koch,42.0,89.0,13.0,329.0,442.0,571.0,60008303.0,Adventure|Comedy|Family,9285,2241,91.0,English,USA,PG,13000000.0,2000.0,4.9,1.85,0
2851,Color,Preston A. Whitmore II,37.0,117.0,17.0,912.0,997.0,1000.0,49121934.0,Comedy|Drama|Romance,6528,6554,32.0,English,USA,PG-13,13000000.0,2007.0,6.1,2.35,0
2852,Color,Bob Clark,45.0,97.0,84.0,782.0,842.0,899.0,27141959.0,Comedy|Crime|Family|Sci-Fi,19547,2936,168.0,English,USA,PG,18000000.0,1999.0,2.5,1.85,0
2853,Color,Kirk Wong,57.0,91.0,6.0,459.0,471.0,904.0,27052167.0,Action|Comedy|Crime|Thriller,24834,3353,168.0,English,USA,R,13000000.0,1998.0,6.1,1.85,934
2854,Color,Bronwen Hughes,25.0,100.0,15.0,388.0,558.0,694.0,26539321.0,Comedy|Drama|Family,7984,2486,42.0,English,USA,PG,13000000.0,1996.0,5.9,1.85,833
2855,Color,John Lafia,59.0,72.0,5.0,435.0,628.0,659.0,28501605.0,Fantasy|Horror,31371,2646,166.0,English,USA,R,13000000.0,1990.0,5.7,1.85,0
2856,Color,Sam Miller,58.0,84.0,12.0,334.0,345.0,1000.0,52543632.0,Crime|Thriller,12676,2297,84.0,English,USA,PG-13,13200000.0,2014.0,5.6,2.35,0
2857,Color,Frank Darabont,330.0,126.0,0.0,745.0,850.0,2000.0,25592632.0,Horror,220475,5371,1066.0,English,USA,R,18000000.0,2007.0,7.2,1.85,20000
2858, Black and White,Alex Garland,489.0,108.0,232.0,123.0,145.0,149.0,25440971.0,Drama|Mystery|Sci-Fi|Thriller,289508,430,611.0,English,UK,R,15000000.0,2015.0,7.7,2.35,109000
2859,Color,Spike Jonze,242.0,112.0,0.0,213.0,216.0,512.0,22858926.0,Comedy|Drama|Fantasy,254404,1171,840.0,English,USA,R,13000000.0,1999.0,7.8,1.85,0
2860,Color,Mark Brown,40.0,90.0,7.0,405.0,890.0,939.0,22235901.0,Comedy|Romance,4339,2815,31.0,English,USA,R,6000000.0,2001.0,6.1,1.85,593
2861,Color,Dave Green,112.0,91.0,13.0,140.0,587.0,803.0,38916903.0,Adventure|Family|Sci-Fi,15664,1921,149.0,English,USA,PG,13000000.0,2014.0,5.8,1.85,0
2862,Color,John Stockwell,84.0,135.0,134.0,525.0,1000.0,4000.0,16929123.0,Drama|Romance,21406,6214,169.0,English,USA,PG-13,14000000.0,2001.0,6.5,1.85,0
2863,Color,Clint Eastwood,251.0,141.0,16000.0,78.0,85.0,378.0,13753931.0,Drama|History|War,132149,751,316.0,Japanese,USA,R,19000000.0,2006.0,7.9,2.35,5000
2864,Color,Michael Polish,113.0,104.0,35.0,844.0,912.0,24000.0,10996440.0,Adventure|Drama|Sci-Fi,19707,27806,128.0,English,USA,PG,13000000.0,2006.0,6.3,2.35,862
2865,Color,Daisy von Scherler Mayer,23.0,84.0,18.0,744.0,851.0,1000.0,8026971.0,Comedy|Romance,1520,3352,20.0,English,USA,R,13000000.0,1998.0,3.8,2.108651610017889,204
2866,Color,Lenny Abrahamson,421.0,118.0,412.0,491.0,681.0,805.0,14677654.0,Drama,161288,2499,351.0,English,Ireland,R,13000000.0,2015.0,8.3,2.35,72000
2867,Color,Bob Saget,32.0,82.0,799.0,294.0,359.0,721.0,9975684.0,Comedy,20033,1805,117.0,English,Canada,PG-13,13000000.0,1998.0,6.4,1.85,679
2868,Color,John Waters,52.0,95.0,0.0,650.0,849.0,899.0,7881335.0,Comedy|Crime|Thriller,21212,3092,107.0,English,USA,R,13000000.0,1994.0,6.7,1.66,3000
2869,Color,Andrew Fleming,81.0,94.0,26.0,4000.0,8000.0,16000.0,6241697.0,Comedy,16059,31005,210.0,English,France,PG-13,13000000.0,1999.0,6.1,1.85,0
2871,Color,Craig Bolotin,39.0,99.0,7.0,730.0,1000.0,3000.0,5871603.0,Drama|Thriller,3116,6485,39.0,English,USA,R,13000000.0,1999.0,6.0,1.85,251
2872,Color,Mark Christopher,63.0,121.0,15.0,812.0,957.0,4000.0,16574731.0,Drama|Music,27675,6910,181.0,English,USA,R,13000000.0,1998.0,5.8,1.85,0
2873,Color,Blair Hayes,47.0,84.0,2.0,690.0,816.0,15000.0,5002310.0,Adventure|Comedy|Romance|Sci-Fi,25541,18864,181.0,English,USA,PG-13,13000000.0,2001.0,5.6,2.35,0
2874,Color,Jez Butterworth,111.0,93.0,16.0,258.0,326.0,567.0,4919896.0,Comedy|Crime|Thriller,21530,1775,159.0,English,UK,R,13000000.0,2001.0,6.1,2.35,618
2875,Color,Jon Lucas,168.0,93.0,24.0,499.0,528.0,552.0,25675765.0,Comedy,60407,2730,84.0,English,USA,R,13000000.0,2013.0,5.9,2.35,11000
2876,Color,Olivier Assayas,165.0,120.0,107.0,280.0,530.0,12000.0,4857376.0,Comedy|Drama|Romance,63084,13208,123.0,French,France,R,13000000.0,2006.0,7.3,1.85,0
2877,Color,Rod Lurie,104.0,112.0,37.0,548.0,573.0,748.0,3169424.0,Drama|Sport,18442,2417,59.0,English,USA,PG-13,13000000.0,2007.0,6.8,2.35,689
2878,Color,Paul Weitz,150.0,107.0,80.0,252.0,257.0,2000.0,18004225.0,Comedy|Drama|Romance,28573,3004,87.0,English,USA,PG-13,13000000.0,2013.0,5.7,2.35,5000
2879,Color,Patrice Leconte,61.0,112.0,83.0,8.0,370.0,2000.0,3058380.0,Drama|Romance,4767,2389,69.0,French,France,R,100000000.0,2000.0,7.3,2.35,186
2880,Color,Atom Egoyan,226.0,96.0,460.0,73.0,153.0,14000.0,3074838.0,Drama|Mystery|Romance|Thriller,56264,14372,166.0,English,USA,R,11000000.0,2009.0,6.3,1.85,0
2881,Color,Paul Mazursky,21.0,91.0,150.0,150.0,385.0,979.0,2104000.0,Comedy|Crime|Drama,1595,1679,19.0,English,USA,R,13000000.0,1996.0,5.9,1.85,69
2882,Color,Jim Sheridan,217.0,105.0,260.0,1000.0,15000.0,20000.0,28501651.0,Drama|Thriller,88037,39473,201.0,English,USA,R,26000000.0,2009.0,7.1,2.35,10000
2883,Color,Sidney Lumet,94.0,125.0,0.0,968.0,14000.0,22000.0,1172769.0,Biography|Comedy|Crime|Drama,28068,37606,108.0,English,Germany,R,13000000.0,2006.0,7.1,1.85,0
2884,Color,Stephen Chbosky,364.0,102.0,139.0,850.0,3000.0,8000.0,17738570.0,Drama|Romance,351274,13631,457.0,English,USA,PG-13,13000000.0,2012.0,8.0,1.85,131000
2885,Color,Jon Hess,19.0,87.0,29.0,147.0,155.0,683.0,1200000.0,Action,922,1139,23.0,English,USA,R,3000000.0,1993.0,5.1,1.85,107
2886,Color,Douglas McGrath,129.0,118.0,41.0,442.0,812.0,2000.0,1150403.0,Biography|Crime|Drama,14143,3474,102.0,English,USA,R,13000000.0,2006.0,7.1,1.85,0
2887,Color,Michael Winterbottom,71.0,115.0,187.0,887.0,900.0,14000.0,403932.0,Drama|Romance|Western,5254,17104,92.0,English,UK,R,20000000.0,2000.0,6.5,2.35,141
2888,Color,Mark Neveldine,93.0,91.0,83.0,794.0,1000.0,3000.0,1712111.0,Horror|Thriller,7199,7875,53.0,English,USA,PG-13,8495000.0,2015.0,4.5,1.85,0
2889,Color,Joe Cornish,399.0,88.0,115.0,304.0,305.0,1000.0,1024175.0,Action|Comedy|Sci-Fi|Thriller,82331,2011,297.0,English,UK,R,13000000.0,2011.0,6.6,2.35,18000
2890,Color,Angelina Jolie Pitt,110.0,127.0,11000.0,116.0,164.0,306.0,301305.0,Drama|Romance|War,31414,796,180.0,Bosnian,USA,R,13000000.0,2011.0,4.3,2.35,0
2891,Color,Brad Anderson,285.0,94.0,122.0,383.0,461.0,873.0,51872378.0,Crime|Thriller,88241,2812,266.0,English,USA,R,13000000.0,2013.0,6.7,1.85,23000
2893,Color,John Stainton,61.0,90.0,0.0,234.0,238.0,477.0,28399192.0,Action|Adventure|Comedy|Family,5663,1483,106.0,English,Australia,PG,13000000.0,2002.0,5.4,2.35,332
2894,Color,Glenn Ficarra,242.0,102.0,43.0,113.0,157.0,170.0,2035566.0,Biography|Comedy|Crime|Drama|Romance,77305,931,162.0,English,France,R,13000000.0,2009.0,6.6,1.85,11000
2895,Color,Jean-Jacques Annaud,62.0,100.0,218.0,91.0,201.0,581.0,49273374.48434442,Adventure|Drama|History,16281,931,96.0,None,Canada,R,12500000.0,1981.0,7.4,2.35,0
2896,Color,Denzel Washington,121.0,117.0,18000.0,543.0,638.0,18000.0,21078145.0,Biography|Drama,26493,20456,159.0,English,USA,PG-13,12500000.0,2002.0,7.3,2.35,0
2897,Color,Michael Hoffman,83.0,109.0,97.0,355.0,795.0,13000.0,14060950.0,Drama,14354,14347,139.0,English,USA,PG-13,12500000.0,2002.0,6.9,1.85,0
2898,Color,Tony Scott,122.0,121.0,12000.0,975.0,10000.0,11000.0,12281500.0,Action|Crime|Drama|Romance|Thriller,163492,23602,460.0,English,USA,R,13000000.0,1993.0,8.0,2.35,15000
2899,Color,Benedek Fliegauf,88.0,111.0,28.0,1000.0,2000.0,6000.0,49273374.48434442,Drama|Romance|Sci-Fi,9957,9244,35.0,English,Germany,Unrated,3660000.0,2010.0,6.4,2.35,0
2900,Color,James Foley,120.0,100.0,164.0,99.0,14000.0,18000.0,10725228.0,Crime|Drama|Mystery,75675,32288,365.0,English,USA,R,12500000.0,1992.0,7.8,2.35,0
2901,Color,Michael Winterbottom,225.0,109.0,187.0,204.0,467.0,818.0,214966.0,Crime|Drama|Thriller,28483,1813,176.0,English,USA,R,13000000.0,2010.0,6.1,2.35,0
2902,Color,Paul Schrader,130.0,93.0,261.0,697.0,782.0,783.0,49273374.48434442,Fantasy|Horror|Thriller,14193,3700,106.0,English,USA,R,18000000.0,1982.0,6.1,1.85,0
2903,Color,Stewart Hendler,167.0,101.0,10.0,472.0,668.0,1000.0,11956207.0,Horror|Mystery,24012,3142,126.0,English,USA,R,16000000.0,2009.0,5.1,2.35,0
2904, Black and White,John Cromwell,7.0,101.0,19.0,135.0,185.0,490.0,49273374.48434442,Adventure|Drama|Romance,3256,1166,44.0,English,USA,Approved,41280976.73635523,1937.0,7.8,1.37,337
2905,Color,Craig Gillespie,226.0,106.0,44.0,552.0,730.0,33000.0,5949693.0,Comedy|Drama|Romance,114762,34351,299.0,English,USA,PG-13,12000000.0,2007.0,7.4,1.85,19000
2906,Color,Mark Herman,185.0,94.0,39.0,18.0,32.0,77.0,9030581.0,Drama|War,132386,156,398.0,English,UK,PG-13,12500000.0,2008.0,7.8,1.85,38000
2907,Color,Lars von Trier,177.0,140.0,3000.0,322.0,595.0,963.0,4157491.0,Crime|Drama|Musical,79330,2894,690.0,English,Denmark,R,12800000.0,2000.0,8.0,2.35,0
2908,Color,Gillian Armstrong,28.0,132.0,44.0,241.0,653.0,1000.0,1508689.0,Drama|Romance,5648,2004,50.0,English,USA,R,16000000.0,1997.0,6.7,2.35,329
